problem,num_obj,phase,iRVEA_R_IGD_mean,iRVEA_R_IGD_std,iNSGAIII_R_IGD_mean,iNSGAIII_R_IGD_std,iRVEA_R_HV_mean,iRVEA_R_HV_std,iNSGAIII_R_HV_mean,iNSGAIII_R_HV_std,iRVEA_N_Ss_mean,iRVEA_N_Ss_std,iNSGAIII_N_Ss_mean,iNSGAIII_N_Ss_std,iRVEA_FEs_mean,iRVEA_FEs_std,iNSGAIII_FEs_mean,iNSGAIII_FEs_std
DTLZ1,3,learning,2.5020513367576678,0.09106480101944278,2.469956959630805,0.11947151375492701,33.24626190214442,0.6305789254376694,33.73630315344613,0.5633446779740361,4.666666666666667,10.091643564913987,418.2857142857143,4.661318607053436,77862.57142857143,5871.029572817527,127200.0,0.0
DTLZ1,3,decision,1.7970137935423818,0.14666891635276075,1.7921897241960352,0.14633396000635418,24.79911740526028,0.6125091975853056,25.006033263664705,0.6416046295802681,179.76190476190476,49.02176849980091,311.42857142857144,16.71489620374715,91136.57142857143,2743.5557146126403,95400.0,0.0
DTLZ1,4,learning,2.425749853631949,0.15252890991204038,2.4180883986477038,0.13232674390264515,,,,,94.0,99.02669192841753,442.14285714285717,74.06257696112422,123401.52380952382,21742.478046045406,192000.0,0.0
DTLZ1,4,decision,2.0709039140310375,0.35866588974085356,2.0593828297235617,0.34881076501972874,,,,,272.9047619047619,78.75211547387141,358.23809523809524,4.0930226565608185,136582.09523809524,6812.333869742034,144000.0,0.0
DTLZ1,5,learning,2.445864623427825,0.17195364913198175,2.396190138251982,0.1088182005062309,,,,,268.95238095238096,100.36574837419396,347.14285714285717,147.297976488311,137139.04761904763,45616.06430746184,252000.0,0.0
DTLZ1,5,decision,1.875984742341076,0.10754178018126506,1.8464933984551546,0.18579353767130685,,,,,332.9047619047619,57.63258400617679,355.76190476190476,27.415506147511906,159539.04761904763,29086.070288150928,189000.0,0.0
DTLZ1,6,learning,2.515730577163544,0.13261339508118183,2.7949012157413615,0.32574647529140816,,,,,420.1904761904762,99.00150025203759,253.38095238095238,95.58913874866757,218452.57142857142,14183.54868810183,302400.0,0.0
DTLZ1,6,decision,1.8745111692512704,0.08600762447000612,1.9644641538809202,0.1558091544603129,,,,,386.0,23.792756000414034,280.2857142857143,107.1541581341675,220742.85714285713,12253.338896906793,226800.0,0.0
DTLZ1,7,learning,2.6504186875049958,0.20411919704846934,2.682197926166413,0.3299766895050728,,,,,296.4761904761905,20.504631410904516,246.61904761904762,31.0091786572578,171102.0,8327.497743420088,235200.0,0.0
DTLZ1,7,decision,2.004578128915994,0.19992709637328593,2.092507927618827,0.1997549610284948,,,,,265.6666666666667,2.9973533298773742,140.8095238095238,73.96242227845876,172994.66666666666,5028.711255270965,176400.0,0.0
DTLZ1,8,learning,2.723860785961442,0.11424297452114412,3.01430697546731,0.22991643794088343,,,,,426.57142857142856,31.251013589004376,368.95238095238096,48.25376984086192,268776.38095238095,19937.073497993606,384000.0,0.0
DTLZ1,8,decision,2.210976952074944,0.26274777273396793,2.770444746078635,0.4316663838573645,,,,,379.8095238095238,1.096272803163937,319.04761904761904,32.52907298969894,286155.4285714286,6493.227919634928,288000.0,0.0
DTLZ1,9,learning,2.7276971056002237,0.2013981943318623,2.7503039185078997,0.1790340815661165,,,,,615.2857142857143,37.8834589575059,514.3333333333334,80.36069480685984,425364.85714285716,35933.008730249174,597600.0,0.0
DTLZ1,9,decision,1.9069790928813102,0.15461658556367708,2.0046303297225263,0.22977173744217386,,,,,517.7619047619048,1.7156079556811257,175.04761904761904,131.93341617594413,441360.85714285716,12084.53982135346,448200.0,0.0
DTLZ2,3,learning,0.17334117463017037,0.11872524285239511,0.13189897777309526,0.05597992896102554,32.74269739497812,0.9489350685797276,33.07719468639342,0.2148011543058867,146.71428571428572,25.185299675165492,422.04761904761904,1.361938061530961,89745.71428571429,6320.665555242144,127200.0,0.0
DTLZ2,3,decision,0.27124222259023506,0.4923155634513539,0.06717777058474941,0.03494457398387195,24.506990582311943,3.4509444366588267,26.23792195064118,0.23303123718349206,176.28571428571428,65.00999399882983,311.7142857142857,3.627183836674674,68666.85714285714,24822.72592046347,95400.0,0.0
DTLZ2,4,learning,0.4182928133261714,0.28946700367908235,0.19922335994022383,0.1673709876549276,,,,,284.7142857142857,35.08648207628966,477.5238095238095,3.6334300679876743,119035.42857142857,16010.325348621353,192000.0,0.0
DTLZ2,4,decision,0.5544889521720018,0.5400040791324489,0.24742114082013425,0.2726915336666724,,,,,187.57142857142858,113.86356557137077,346.4761904761905,6.099328984319251,85132.95238095238,56111.076586217794,144000.0,0.0
DTLZ2,5,learning,0.94916997373791,0.48655524577431764,0.498999034417888,0.39808539693583134,,,,,280.2857142857143,90.6107020154236,500.7142857142857,3.4246008754981334,126646.66666666667,30617.425373599533,252000.0,0.0
DTLZ2,5,decision,0.7659932233219952,0.7508913523706027,0.31786955812811624,0.33188338072112283,,,,,158.71428571428572,141.39210689128464,364.23809523809524,5.4502491153617125,74434.76190476191,62599.9827794779,189000.0,0.0
DTLZ2,6,learning,0.5119703147859911,0.3239146226069764,0.33740467860429124,0.04764669299716514,,,,,442.7142857142857,79.99472771742545,498.3333333333333,4.45435403187374,202036.57142857142,45377.51959114664,302400.0,0.0
DTLZ2,6,decision,0.41157882388597244,0.26942237509859907,0.3863458690010365,0.2510091593310491,,,,,344.8095238095238,50.21536384852657,368.6190476190476,5.979936219409753,191933.7142857143,39590.99925745853,226800.0,0.0
DTLZ2,7,learning,1.1984062930351254,0.531732996655777,0.6020852297111103,0.11574518431050614,,,,,246.0,74.88721678694728,333.8095238095238,3.837398022458243,132682.0,30633.772996482166,235200.0,0.0
DTLZ2,7,decision,1.2100238729214154,0.1997582981480169,0.5433696441074596,0.45421476723788684,,,,,133.76190476190476,116.28614328535195,245.14285714285714,3.3986792152486625,92069.33333333333,77792.07163258277,176400.0,0.0
DTLZ2,8,learning,0.6803716657772583,0.3055567318326386,0.5170599363122231,0.07601569620016117,,,,,409.4761904761905,117.30205983967369,469.23809523809524,4.73994938595402,247428.57142857142,70768.5439325986,384000.0,0.0
DTLZ2,8,decision,0.45818403426506776,0.16195748647930838,0.4825738394972566,0.24323773941058432,,,,,287.6666666666667,77.69128978165125,349.42857142857144,6.722892153795464,195865.14285714287,68138.4417633099,288000.0,0.0
DTLZ2,9,learning,0.6568182212980961,0.4193373799022574,0.5355886085176503,0.23294636433512111,,,,,579.2380952380952,114.89121345736243,649.7142857142857,12.224654468358125,379610.5714285714,84929.13954393668,597600.0,0.0
