problem,num_obj,phase,iRVEA_RP_R_IGD_mean,iRVEA_RP_R_IGD_std,iRVEA_Ranges_R_IGD_mean,iRVEA_Ranges_R_IGD_std,iRVEA_RP_R_HV_mean,iRVEA_RP_R_HV_std,iRVEA_Ranges_R_HV_mean,iRVEA_Ranges_R_HV_std,iRVEA_RP_N_Ss_mean,iRVEA_RP_N_Ss_std,iRVEA_Ranges_N_Ss_mean,iRVEA_Ranges_N_Ss_std,iRVEA_RP_FEs_mean,iRVEA_RP_FEs_std,iRVEA_Ranges_FEs_mean,iRVEA_Ranges_FEs_std
DTLZ2,9,learning,0.5275272492917408,0.2740591287175192,0.9079228404796135,0.2130870923268358,,,,,510.42857142857144,142.44784222690788,422.6666666666667,221.01978651637967,341056.28571428574,112123.77950629167,389291.14285714284,180654.11896567795
DTLZ2,9,decision,2.9091407380483196,2.381069717058353,1.5619915997139355,1.4442167783514832,,,,,222.04761904761904,215.33329121121722,396.85714285714283,231.06673653880577,172533.42857142858,162562.27095824553,358662.85714285716,204172.66540107565
DTLZ3,3,learning,0.18757374481668843,0.2367552495242909,0.6493731692094764,0.4399076643161342,33.98563904990746,1.6889282825510423,30.00338505555786,2.762426501769763,88.14285714285714,44.43002600589329,16.095238095238095,14.087835894182112,91701.42857142857,9474.396458081008,53486.0,27127.55269884424
DTLZ3,3,decision,0.21302469694052095,0.3048585735758945,0.17196101888655552,0.17543651372617372,23.99608508224372,2.79185414864183,24.633882979037374,1.4984015135599342,175.14285714285714,101.99266346831297,27.476190476190474,30.573282839478757,71843.14285714286,33197.93590583853,61302.0,41075.44530321178
DTLZ3,4,learning,0.23418425945012483,0.14726807080439797,0.6513065708869036,0.33774871356987957,,,,,173.85714285714286,43.74197691254576,44.0,43.61847577084083,148333.7142857143,23572.799581484665,110230.09523809524,56901.53767602148
DTLZ3,4,decision,0.427169520457282,0.6433565974118514,0.5699280223492557,0.6108541350620031,,,,,248.52380952380952,134.369646178216,24.904761904761905,37.76733882716874,107188.57142857143,47229.144743445,71661.33333333333,70361.18013394368
DTLZ3,5,learning,0.4636634598912035,0.1743765117100016,1.0938212116705697,0.6665831345022845,,,,,174.95238095238096,83.580856882352,154.71428571428572,155.62872266946064,185903.33333333334,28648.74107320189,140812.85714285713,77061.08295451374
DTLZ3,5,decision,0.2226531444908179,0.29110074112819695,0.5329279608836837,0.4024101792086672,,,,,283.3333333333333,112.74426744304935,94.28571428571429,127.52932169174454,157741.42857142858,49214.41351839097,81671.42857142857,93459.9022899897
DTLZ3,6,learning,0.7070906522125997,0.45097470612158075,1.0792865216002627,0.27273207136238264,,,,,224.38095238095238,109.44164619970998,157.28571428571428,117.91164684875295,205280.0,44914.208709494145,209504.0,56751.733899251296
DTLZ3,6,decision,0.27221584619153855,0.11976796593727906,0.4320436608654762,0.40921109400733874,,,,,292.57142857142856,85.47546093335038,117.14285714285714,106.2079208391709,171300.57142857142,37604.23145968375,192896.57142857142,114323.75316099594
DTLZ3,7,learning,0.5252179232813203,0.41610116269489006,1.4607755855706002,0.4466748990294901,,,,,189.52380952380952,61.83050491358195,232.57142857142858,136.51323725404154,182259.33333333334,31951.4355789463,225480.0,41382.71832540729
DTLZ3,7,decision,0.5752988405911342,0.9690350049478154,0.3791710044724109,0.29321759380626117,,,,,185.23809523809524,74.4323948687377,173.0,116.85685178680713,158002.66666666666,37830.974939708976,205151.33333333334,49426.752576132516
DTLZ3,8,learning,0.7320380981639125,0.4179242128369771,1.548181791439908,0.6751731204283882,,,,,323.23809523809524,50.61140918043109,260.0,189.4852676771117,288271.2380952381,35717.788053286575,354429.71428571426,79189.85621015506
DTLZ3,8,decision,0.7095962245137327,0.8731581890382157,0.4824472535324631,0.7730432845941232,,,,,190.28571428571428,154.09525281064148,179.8095238095238,104.13709784410304,154163.04761904763,123620.28700765451,272603.4285714286,125257.00005553209
DTLZ3,9,learning,0.3692825709136276,0.09307912387863067,1.547539324452352,0.5870608924145858,,,,,502.57142857142856,82.96446251749194,374.04761904761904,182.24355137601054,470856.0,52311.60817365765,466521.4285714286,80068.35926320734
DTLZ3,9,decision,0.6581189811159088,0.5435104738924408,0.3303621241398233,0.24781506759294025,,,,,322.9047619047619,216.8782640236123,295.6190476190476,150.00523044546722,275754.85714285716,184561.02877556215,471450.85714285716,173463.03449720805
DTLZ4,3,learning,0.06470236545513304,0.03544432677757975,0.6336339625567751,0.7230437510619229,33.035626633644426,0.9172060399750331,31.625068064299647,3.9705080090755267,257.5238095238095,46.351266533904464,99.42857142857143,96.77198110264465,107642.57142857143,2929.292203984869,50188.857142857145,28179.92985608512
DTLZ4,3,decision,0.09733522060693528,0.05165108420819879,0.1571871697631932,0.08117157888746139,25.795786041444515,0.44958418153677476,24.585741256724685,0.44179569748636904,250.57142857142858,19.470542899886652,79.71428571428571,34.23885686946763,90690.0,1391.6465068400094,88772.85714285714,6430.489326605856
DTLZ4,4,learning,0.1820008816644171,0.1634582829537516,0.35780435893088325,0.11062329883642213,,,,,379.57142857142856,51.580331641478395,263.3809523809524,168.90162710047585,169891.42857142858,7495.929692785523,116161.14285714286,56911.93013293243
DTLZ4,4,decision,0.26839118532159895,0.3421048142322566,0.31323503760567856,0.3644908518821583,,,,,318.3333333333333,13.310695067298447,126.61904761904762,40.35612444283211,141122.66666666666,3539.9644514402,139298.66666666666,15071.781483267501
DTLZ4,5,learning,0.7773922882525179,1.2387542163989909,0.8344350148731763,0.6991945928617364,,,,,433.04761904761904,109.4803640539192,410.3809523809524,128.669186821042,212098.57142857142,57516.93682532744,208733.80952380953,63782.57386108428
DTLZ4,5,decision,0.5772925291531333,0.6263347373885728,0.6279713786490642,0.5366978841373968,,,,,331.6190476190476,78.12839017587604,134.1904761904762,68.68535509506482,174246.19047619047,41673.7693538057,146118.57142857142,52941.70030602075
DTLZ4,6,learning,0.5520767731852018,0.1691679759570912,1.1010216795930792,0.6673042173570843,,,,,500.14285714285717,11.825258335185644,510.5238095238095,97.20112631505923,286269.71428571426,13417.108371822318,291382.28571428574,57994.743716784455
DTLZ4,6,decision,0.6572683333346815,0.42317018270729306,0.6350222136181319,0.48933491785463,,,,,381.14285714285717,8.236305888799757,319.42857142857144,95.73354461538467,226506.2857142857,7408.211924504276,259833.14285714287,11952.979251198916
DTLZ4,7,learning,2.399638621776921,2.690527288027316,2.9888396525657948,2.525519343362946,,,,,212.38095238095238,128.41987540522288,247.28571428571428,140.73891493425245,133482.66666666666,82945.33006478156,158791.33333333334,95112.2579878932
DTLZ4,7,decision,1.468735515514351,1.4576987902327003,1.8752220909384893,2.312067240043719,,,,,168.14285714285714,93.8921801674593,241.1904761904762,116.84650861691895,119532.66666666667,65213.013370713736,199386.0,92389.97594977499
DTLZ4,8,learning,1.4462611090638975,2.0971558976382143,1.5608124483221086,1.0538541395518608,,,,,457.3333333333333,140.62152288470173,561.1904761904761,85.05159165253983,343165.71428571426,103224.80845091403,423696.0,70081.8022816738
DTLZ4,8,decision,0.8852078490974061,0.3591415234972189,0.664477414785967,0.5178185306565344,,,,,368.14285714285717,31.88862420584333,406.76190476190476,113.21782829568376,281462.85714285716,27964.167361423213,353865.14285714284,69693.13240354237
DTLZ4,9,learning,0.9306717143402489,0.32310625806576626,1.618221403188072,0.46678190842207196,,,,,684.4285714285714,6.161102472242234,724.1428571428571,147.68669724866112,570284.5714285715,11817.658008942655,642717.4285714285,70788.19091760826
DTLZ4,9,decision,0.7428251436332067,0.34608037089654875,0.5390077272132219,0.5089206647165272,,,,,514.8095238095239,3.110949137344967,461.57142857142856,154.72112283182324,446761.71428571426,13335.807112692459,510922.28571428574,59212.55035334096
